,missing_mfi,missing_3dp,SN,ne,Te,np,Tp,nalpha,Talpha,B0,db,db_a,dboB0,V0,v_r,dv,va,ma,p,rhoe,rhop,de,dp,betae,betap,vte,vtp,ld,zp,zm,zp_decay,zm_decay,sigma_c,sigma_r,ra,cos_a,qi,qk,fb,tb,tcf,lambda_c_fit,tce,lambda_c_e,tci,lambda_c_int,ttu,ttu_std,ttc,ttc_std,lambda_t_raw,lambda_t,Re_lt,Re_di,Re_tb,Vomni,pomni,Bomni,ms,mst,mat
tcf,0.008199177663715777,0.035098306295572985,0.011022602298126622,0.1410084192377838,-0.17514136225190735,0.18806863946622618,-0.3437105332777161,0.04613116932605548,-0.3382699609653196,0.13322319203154792,0.13981222849104855,0.07945030651442772,0.09665922075086941,-0.36966017280595087,-0.3696604717865321,-0.19344405910691242,0.04853354331884778,-0.13513194307153736,-0.042391585896624784,-0.12160617166790821,-0.3832199358131191,-0.13080774494856584,-0.13080774647717797,0.05562739000895579,-0.26041738835178596,-0.1956436492094549,-0.3927963057470636,-0.14376006165959257,0.030387561930726358,0.02695515717486119,-0.03006161190832044,-0.03592098754620966,0.004308826802772838,-0.3618313640742394,-0.12758004048937974,0.0049302129953374685,-0.09335697861209508,0.41379960988571524,-0.027559621698534806,0.022486877245244927,1.0,0.9190813054906042,0.988023992484717,0.91221905606637,0.9580695151585118,0.830057770705679,0.592117264609971,0.5269572706162274,0.32452431851660796,0.4700970544084866,0.43461098612554183,-0.012712919804641863,0.48682465618054016,0.7793317674365989,0.6386680990294314,-0.3617707505801615,-0.0010580395124081957,0.12129492411027401,0.3284087383629491,0.06316389726260796,-0.19467968362889498
lambda_c_fit,0.011793760014200464,0.021677314535122737,0.03161186172789191,0.024438221907996622,-0.03508689011509956,0.052119122552711505,-0.11273703446433865,0.050587784496102364,-0.10778214015847067,0.23505690832640597,0.2365088241924176,0.23053003931750893,0.11153583186083157,-0.04564273477727369,-0.04611742481772273,-0.0035640766077859242,0.2549800794742779,-0.19352357921743718,0.03170471422402023,-0.1457256684171849,-0.21655403519075325,0.016621660867958347,0.01662165914672209,-0.10519918481248362,-0.2275524402672529,-0.05171015285069386,-0.13568869953400378,0.017636734280378336,0.17790429079662362,0.1705746934403553,-0.005558412304562272,-0.012805719726679888,0.003516446945291629,-0.27337710817132604,-0.09803870709993995,0.0036443250424779356,0.05044130394520085,0.26474169903780326,0.07562616480562262,-0.0018545637105872206,0.9190813054906042,1.0,0.9067798446904849,0.9871865289392222,0.8809632075849522,0.9412428709948408,0.41080189762861935,0.37787263679388455,0.2634849875757828,0.3605688068044753,0.5184846782934887,0.19192098822788928,0.4558591761126448,0.7755687324449438,0.6603689641847684,-0.04431868647878303,0.07038545849098342,0.2265417392527881,0.21393765510433643,0.12285999884038128,-0.13199438564425986
tce,0.00323293182610647,0.03323972678590087,0.011897247160847068,0.1401156241813585,-0.1732753521961999,0.1860706633137563,-0.338566837961568,0.04513846524273028,-0.33317692910191493,0.12852205244486467,0.13738432003493845,0.07476249648585888,0.09770889683680167,-0.36533863100953645,-0.3653504934045742,-0.18976413476125914,0.0407293874219868,-0.13265858172363382,-0.040462126728779683,-0.12014703579550999,-0.3785939523013532,-0.13163647288334127,-0.13163647446109566,0.054378016446699595,-0.2577499168043246,-0.19373442265108076,-0.38695305289808024,-0.14470161466575562,0.027912706055043007,0.02358616439210092,-0.03427667742607892,-0.04086214669290466,0.0048882454270474055,-0.3564689814507756,-0.12555009317316626,0.00503512053164045,-0.09033328139366509,0.40617250110630654,-0.028745774695070878,0.019322731316161152,0.988023992484717,0.9067798446904849,1.0,0.9240745847580316,0.9379365990887626,0.8100897358841536,0.5820695634629208,0.5148695365848944,0.3204448717807111,0.4605027883215942,0.42363352907592805,-0.013100308715285147,0.47863880566791683,0.768820618588822,0.6206257984286003,-0.3576621498280608,-0.0009375270430400756,0.11639053195745878,0.32086043318938945,0.062464971949670316,-0.19038873717394753
lambda_c_e,0.008236498403478277,0.020743873163069786,0.032896830882850336,0.02880848070551046,-0.03866855313726308,0.05583931097024898,-0.11658434439200563,0.0499575612087753,-0.11182532024256171,0.22805122915695808,0.23240974337063736,0.21999547037700948,0.11273032605154243,-0.054116027636769606,-0.05459664448588553,-0.006616108743123644,0.2387775761592846,-0.1894819303393293,0.03218712434519913,-0.14467968842373238,-0.2195401638067195,0.008182324119325363,0.008182322440184006,-0.10036476274463918,-0.2268838322987285,-0.055402554342269546,-0.13992750370456927,0.007961739503326508,0.16994357219791628,0.1617926452491223,-0.010723676333690004,-0.018621802152073163,0.004548282696373983,-0.2716136468230176,-0.09725357689628818,0.004152329825524654,0.048458426312938244,0.26317917365591154,0.07155682556867758,-0.003971512123854911,0.91221905606637,0.9871865289392222,0.9240745847580316,1.0,0.8655081049266228,0.91894189499673,0.40767098601097157,0.3717094925415926,0.2624442125190357,0.35578825331592323,0.5045873012926079,0.18333308236748422,0.44908070146318907,0.7672242744871652,0.6435088727297272,-0.053089984098236884,0.06942137469316123,0.21883649824934467,0.21092942804433532,0.12051937028042768,-0.1299484185138956
tci,0.010390540494992922,0.036824430105784484,0.00893595624009252,0.1330029665985439,-0.16860735254081252,0.1797164528742238,-0.3353323329908762,0.03726240963570135,-0.32744923201106985,0.1220963455589849,0.12285884790078336,0.065210678266424,0.07737969354038218,-0.3632323049171534,-0.3632865002230874,-0.19071134986315572,0.039704976770832005,-0.13414623456819624,-0.04400111748301226,-0.11336384666195197,-0.3744231664193741,-0.12609225803296323,-0.12609225995052473,0.05522759307442801,-0.25734897142391355,-0.1884396588103798,-0.38429353570670455,-0.13818885845829168,0.018340204054470247,0.020638857017361945,-0.038437778564761375,-0.04538004508553421,-0.001837286505260557,-0.3466209717814241,-0.12094463612207403,-0.0004615151889431745,-0.08727323704930852,0.40561454250937073,-0.03892674239905172,0.02587052960761409,0.9580695151585118,0.8809632075849522,0.9379365990887626,0.8655081049266228,1.0,0.884842019964007,0.5579092881401831,0.4960624070663043,0.295751668705374,0.43911531657985725,0.3976084377457454,-0.03194001281783585,0.4601267841998489,0.73576335446083,0.5898696827839819,-0.3554077887807556,-0.006340243016246957,0.1097726910777392,0.32069151516762434,0.05844852852285139,-0.19203084636446005
lambda_c_int,0.007078923354029576,0.015549281275405074,0.02771106266425527,-0.01741776470143136,0.0003373951801202687,0.006917355183452851,-0.030052454924581713,0.03914883840705557,-0.02243698923662924,0.23128816020906573,0.228866530578721,0.24289478671521889,0.09481108540846706,0.0538125865401844,0.053224078264759035,0.05032455580662329,0.2836784078452086,-0.1969055324379087,0.04713774732968281,-0.14068548763388983,-0.15024248871317503,0.0638502615541805,0.0638502590337537,-0.14815928406372725,-0.20541101733513611,-0.01369314699931427,-0.04821272591784881,0.06758947258627168,0.19460060251733277,0.19244979666094403,-0.005157734132602969,-0.013356771092643344,-0.0026052454935328417,-0.22425904040243422,-0.07993592993289943,-0.0020906197920976225,0.09459391502661624,0.19696899214424166,0.09249101133541088,-0.004846634636379785,0.830057770705679,0.9412428709948408,0.8100897358841536,0.91894189499673,0.884842019964007,1.0,0.313412164867791,0.2967532569475372,0.20897790194173857,0.29106727121726195,0.4790598968550578,0.22084357831052898,0.4103505009274261,0.7006514717031925,0.5939971112776256,0.05454619636881783,0.08093815694519836,0.22502174610284845,0.1683621450644199,0.1259268473594111,-0.10622586848631879
ttu,0.021898543397435095,0.08342073176255752,-0.01629162214841413,0.1469352990184959,-0.21978979711499624,0.18362053445610446,-0.526200592496969,-0.08482053607663768,-0.5339747029195724,-0.22295329955799617,-0.07646915744182198,-0.1077137380827533,0.3139454492082646,-0.6039520108118459,-0.6022240952336712,-0.4039574517819052,-0.34162922482925445,0.16906252405780328,-0.18815091362639474,0.20103446374384776,-0.27629399141847816,-0.18878577902714827,-0.18878578117696776,0.37515944279076613,-0.10555812904889902,-0.23433431890496836,-0.5892604998126919,-0.20498340542239965,-0.14531580943592257,-0.15871408802734482,-0.059235329439135884,-0.07185221938521577,0.012030271968310201,-0.46323367123161774,-0.17021872032417512,0.014082860672294955,-0.5630966390510646,0.6472620017649412,-0.3469553639821954,0.07395899661782476,0.592117264609971,0.41080189762861935,0.5820695634629208,0.40767098601097157,0.5579092881401831,0.313412164867791,1.0,0.7163709257199752,0.563603404051516,0.5912752238457184,0.7104179162131345,0.008136739356935572,0.0967447885458689,0.37814521848296023,0.19222558409314636,-0.6014516507084231,-0.1755314278086761,-0.24347862750316895,0.39516425344138145,-0.09875311240241764,-0.1783158194424783
ttu_std,-0.025755668061039533,0.06851053784911298,-0.0870576874877292,0.38165011330982335,-0.31734434203487333,0.4229190313721132,-0.37468735050214913,0.10837718451435945,-0.409438568576988,0.04420850682513383,0.12624758874725545,-0.05550732862419746,0.21133360773152465,-0.47180898531360155,-0.4722425117238411,-0.24626078123114867,-0.23777263258311893,0.21450221330655744,0.1231529750979285,-0.028274294199073766,-0.39493010337144807,-0.34184294381059954,-0.3418429440114015,0.38676449908164184,-0.02579240913373337,-0.34522483065435405,-0.46938354120544534,-0.3625761706582049,-0.05419245203662425,-0.0629989401553719,-0.01552397650728757,-0.013410446404868916,0.015137612578845697,-0.28955893104999103,-0.08097601468993879,0.017474550871706584,-0.558170625322849,0.6040561845235773,0.10925118878470613,0.05544628834445232,0.5269572706162274,0.37787263679388455,0.5148695365848944,0.3717094925415926,0.4960624070663043,0.2967532569475372,0.7163709257199752,1.0,0.19964994590170634,0.896453560998178,0.43586626787338056,-0.201564705089075,0.23646505460460068,0.47476252930638246,0.4262318365183806,-0.47772492376631187,0.19238500881506485,0.013166484272255417,0.4381702230183054,0.010279166732989098,-0.04809135584160753
ttc,0.060996092189896454,0.012126397401363379,0.06756033219850222,0.15996548573851102,-0.056142945915677284,0.1680933883776806,-0.16578676034062817,0.037106765771291086,-0.20942984423192498,0.053929730185152305,0.24052362026474436,0.1432760877918796,0.44597686618143606,-0.2271518815373851,-0.22728873192599405,-0.06744431336930841,-0.0860055227935379,-0.10435197101932454,-0.025590324819279652,-0.2474534162755929,-0.23225704997603444,-0.2360503918433841,-0.23605039264831296,-0.04381236016054227,-0.06938784287084393,-0.05404352499805773,-0.1361233674782225,-0.21580038108234847,0.07197357109818996,0.08600076339524275,-0.0036299370430881647,-0.004060915392269888,-0.018892406180285173,-0.2966596942642827,-0.13104782262925713,-0.01917297355790003,-0.09953863447834703,-0.17327635556888588,0.10791866528480243,-0.13454367071671489,0.32452431851660796,0.2634849875757828,0.3204448717807111,0.2624442125190357,0.295751668705374,0.20897790194173857,0.563603404051516,0.19964994590170634,1.0,0.4187039630884384,0.5263173658459364,0.6551280439815655,-0.1861182357610426,0.2825645109666615,0.24845891805901954,-0.22455870686533544,-0.01331077722765088,0.05219343292669564,-0.10029290513708429,0.06669855163814692,0.006839696140891924
ttc_std,-0.020867128639226375,0.043928710706089315,-0.07446036926843835,0.47884600825583606,-0.2797606610290781,0.5103293422493657,-0.23605800729256482,0.20986226322730453,-0.300077441936884,0.21479359194050776,0.33274670983987853,0.06726628073339695,0.3076014677045604,-0.35362599575626563,-0.3556259597947395,-0.09385245723880928,-0.15449164006635,0.10205917439045817,0.2646357029771885,-0.27314522895104965,-0.4366320590867616,-0.435661409696863,-0.43566140958960425,0.21392388157704292,0.007840293583541935,-0.3035403744791874,-0.296648226747944,-0.4384400037936807,0.06710869269306506,0.06245151457708628,0.01791691628822538,0.02768084649240044,0.013476724598047522,-0.2238118216945535,-0.057130503094098686,0.015167115991071178,-0.4063027311076061,0.3240962907987353,0.38246263443136586,-0.03538896801120857,0.4700970544084866,0.3605688068044753,0.4605027883215942,0.35578825331592323,0.43911531657985725,0.29106727121726195,0.5912752238457184,0.896453560998178,0.4187039630884384,1.0,0.3966154050142885,0.05826184092319765,0.11803380789553286,0.5052130914965135,0.5204795075398209,-0.3625097340844297,0.35022571226275573,0.18660334564116896,0.2213474697093905,0.10859039738576616,0.06772006218180707
lambda_t_raw,0.024034277668161276,-0.011004816468485426,-0.004221103287082836,-0.14685549016321117,0.03760716395248278,-0.13726816898412547,-0.04040998927639739,-0.11654384848465482,-0.038682768353775744,-0.13007229611171217,0.059892990784418246,0.18259192526720797,0.42778940985015257,0.08840304733474408,0.08990469865953424,-0.03841336647488586,0.02328669536153907,0.09893177904936734,-0.10343003567109607,0.22316526902127154,0.1627541722850592,0.18357900355229104,0.18357900043432063,0.03310513497093265,-0.009616161507627122,0.03340037268400905,-0.04975421952726248,0.1842116158019761,0.1398134806073408,0.10818914366045633,-0.002245485299647496,-0.0173200417563442,0.021073903432281906,-0.3080736218498864,-0.12076176519884507,0.021308009825116034,-0.33916867783282023,0.33768897627900973,-0.17885090332600365,0.030847994887739497,0.43461098612554183,0.5184846782934887,0.42363352907592805,0.5045873012926079,0.3976084377457454,0.4790598968550578,0.7104179162131345,0.43586626787338056,0.5263173658459364,0.3966154050142885,1.0,0.5224698540027048,0.01824328623347736,0.3232670331524986,0.20065751232792256,0.08442435888738505,-0.08695494330035022,-0.14117300727798152,0.1683874638012099,-0.010482725459383892,-0.04532490993273178
lambda_t,0.025616702986483476,0.02033467882817383,0.03622209180077444,-0.1830936348247928,0.17999930976272133,-0.19097398571190252,0.4196260666980236,-0.008010912743620296,0.40624929534596915,0.11211973951060672,0.28812129242055795,0.37717942877720295,0.42598695076805204,0.5681448089623193,0.5679128132906758,0.34129662060792476,0.28691469778984524,-0.14104857481006655,0.07035437460845552,-0.20767804333231887,0.27119815160389527,0.1857376828478718,0.18573768162764678,-0.381681729181097,0.06364656242612765,0.19463901742850118,0.4949121514835604,0.20874350785109194,0.32335720558117814,0.3164984926164087,0.05905836036650404,0.05931513818861801,-0.004780226899262154,-0.013512782723745119,-0.03364135759663635,-0.006869904114797098,0.20745687595639906,-0.5790124978588456,0.3036422434962815,-0.15278843696730174,-0.012712919804641863,0.19192098822788928,-0.013100308715285147,0.18333308236748422,-0.03194001281783585,0.22084357831052898,0.008136739356935572,-0.201564705089075,0.6551280439815655,0.05826184092319765,0.5224698540027048,1.0,-0.24410140160860716,0.07694335124952685,0.13335917469109812,0.558217942904186,0.08205895062851548,0.12615722038213864,-0.34278110517173316,0.1298773179693945,0.15735893919481211
Re_lt,-0.002061520113927849,0.011956442537920841,0.002731434610072602,0.022827981856450474,-0.05437010851949418,0.045812007417552765,-0.1429021142171914,0.03614186360380056,-0.131722376824326,0.11009805674940432,0.014842196780570551,0.006951012471785926,-0.14298228239608038,-0.1237365092936308,-0.12364787617343266,-0.08045038803457638,0.12328298947151377,-0.08171535311971638,-0.010793496948457,-0.011459250799035143,-0.1624551176079122,0.012612930706332875,0.012612930496807232,0.02345101794981767,-0.14538054539113993,-0.06808238187133155,-0.17896313523407154,0.006321836293200976,-0.003903808329069183,-0.005266337946906798,-0.018559390990554116,-0.02264691095365046,0.009123885534224201,-0.09423860302713469,-0.02613339039980491,0.007654233641160084,-0.016229585032630375,0.28966553297218534,-0.030025140631526715,0.07129257831877131,0.48682465618054016,0.4558591761126448,0.47863880566791683,0.44908070146318907,0.4601267841998489,0.4103505009274261,0.0967447885458689,0.23646505460460068,-0.1861182357610426,0.11803380789553286,0.01824328623347736,-0.24410140160860716,1.0,0.3804615286643206,0.428580501197317,-0.12814705695226303,0.01754844825027232,0.12105307353823584,0.2322683183518392,0.03085619783488715,-0.13048713186363448
Re_di,0.03982001937720565,0.019905454177648205,0.04829942518634793,0.4951989309761304,-0.07871150058888444,0.47055274368758754,-0.11409679707063203,0.33464177590837485,-0.18217114572214083,0.4782451102966065,0.5264591467867074,0.21834759312744334,0.18002244002735196,-0.18393755962056133,-0.1871852823167941,0.07309203894352014,0.050835300619632644,-0.07793178189363725,0.431262711744096,-0.36674339575555787,-0.43888665989775993,-0.39733739251245526,-0.3973373934781199,0.049255914192605686,-0.09759420491530517,-0.09833265155336886,-0.15070100384038418,-0.37106534244282985,0.1954429569077929,0.18812629760989588,0.017245938750040914,0.010421872467537398,-0.0013825758874913352,-0.17525755511962934,-0.05344172304667353,-0.00028745226026373873,-0.015062121201092439,0.21256164488538898,0.2770672114722716,-0.026027419118364346,0.7793317674365989,0.7755687324449438,0.768820618588822,0.7672242744871652,0.73576335446083,0.7006514717031925,0.37814521848296023,0.47476252930638246,0.2825645109666615,0.5052130914965135,0.3232670331524986,0.07694335124952685,0.3804615286643206,1.0,0.7233034557708203,-0.18949793907482504,0.4456799283834336,0.4407707639170174,0.11132971864456498,0.2201754476127467,0.0709524288967263
Re_tb,0.014779576369509538,-0.013388942922872673,0.036383369947625956,0.29123935464960576,-0.10285022597371456,0.3207364346966576,-0.06732343655666329,0.2721397829657638,-0.11031669438171908,0.5119551783196905,0.47598565768559764,0.29204147055591423,0.06771618185640932,-0.07792680805692974,-0.08033869426541838,0.0987331451804684,0.31950110227198225,-0.2904484033097881,0.24484173347894217,-0.46287188558485354,-0.4014339664256887,-0.20202344656184837,-0.2020234469220989,-0.17558891879394636,-0.19932570657038368,-0.1237026618643919,-0.08013142732695479,-0.18456934415421708,0.23981347857132956,0.2520446362968033,0.06978059640126434,0.07978040402060596,-0.0037811258844807414,-0.15304451286839818,-0.045885111782697524,-0.0036819797738963035,0.06486413273823698,0.05210436916082994,0.5572546139480474,-0.07054569324322563,0.6386680990294314,0.6603689641847684,0.6206257984286003,0.6435088727297272,0.5898696827839819,0.5939971112776256,0.19222558409314636,0.4262318365183806,0.24845891805901954,0.5204795075398209,0.20065751232792256,0.13335917469109812,0.428580501197317,0.7233034557708203,1.0,-0.07507375426662863,0.32560162956805316,0.5025390654952279,0.09056082786608834,0.2505901137346922,-0.013652997291076989
Vomni,-0.027923401813243855,-0.08938865925344917,-0.005724161738717746,-0.374065905425232,0.30200702059163786,-0.4090022078595557,0.7431396014881395,0.01137396500345128,0.7649754224100033,0.12729356681272183,0.14786894314270768,0.3432718951565848,0.06847539043960164,0.988900327909937,0.9879463467883847,0.52354084093043,0.475133883769406,-0.08024381664157838,0.14888023651824486,-0.03376223693115334,0.5941535130582539,0.4597161143271191,0.45971611423587333,-0.4604617974978456,0.15548014552645167,0.316536805527617,0.7997334318471016,0.46373594344392527,0.3573893892048827,0.3255936912355193,0.11094863760833384,0.11115255370542548,0.023072091866607847,0.2961933340848225,0.1136858760882005,0.02063800380685789,0.4034830250156486,-0.5792924633685927,0.300741982937239,-0.06293662147547648,-0.3617707505801615,-0.04431868647878303,-0.3576621498280608,-0.053089984098236884,-0.3554077887807556,0.05454619636881783,-0.6014516507084231,-0.47772492376631187,-0.22455870686533544,-0.3625097340844297,0.08442435888738505,0.558217942904186,-0.12814705695226303,-0.18949793907482504,-0.07507375426662863,1.0,0.1670664832702718,0.14778506441733855,-0.3490487975249113,0.09678960909017272,0.19461416161597722
pomni,-0.004475612713412982,-0.07272300576641244,-0.03675947918851253,0.7336955636110277,0.013399569700374477,0.6902752919529517,0.3052368999950323,0.6186798148024711,0.18442888674349578,0.645586696685484,0.7542844464448608,0.23906210034190042,0.2549206523621561,0.17358333009985932,0.1661304278678471,0.4308430081017009,0.04012190461788877,0.06616936776147218,0.912089345329827,-0.5585130982613049,-0.309337713375391,-0.5102314008264716,-0.5102313999606537,-0.029243830054423686,0.2414196581302713,-0.006490438853750967,0.2931400180052389,-0.4500573349539695,0.2883816942545599,0.30856558132277745,0.08366080011526168,0.10804609488279825,-0.01734608583464933,0.24490174641137694,0.12649529378784746,-0.017689155532177734,0.12516726783373977,-0.1840474905595691,0.6480354008741014,-0.08392785517367096,-0.0010580395124081957,0.07038545849098342,-0.0009375270430400756,0.06942137469316123,-0.006340243016246957,0.08093815694519836,-0.1755314278086761,0.19238500881506485,-0.01331077722765088,0.35022571226275573,-0.08695494330035022,0.08205895062851548,0.01754844825027232,0.4456799283834336,0.32560162956805316,0.1670664832702718,1.0,0.6080241512390461,-0.23928224539871842,0.33640812922415214,0.47838439000921407
Bomni,0.08345827883483338,-0.06696286304533498,0.13514709728027008,0.46935897223664413,0.26915343354002413,0.4068310663814805,0.34694113583157643,0.5280409670721729,0.256736962631864,0.9864792721491465,0.8235161087318654,0.45140106527418056,-0.15087617217643867,0.15444646387815636,0.14511576542431504,0.5351697017922237,0.5730991267401582,-0.571478124544856,0.6461991249897393,-0.8007972945979962,-0.49364195901503694,-0.3625089385343927,-0.36250893946092205,-0.41937255818871416,-0.1663633779599114,0.2580787018366411,0.35963753563650336,-0.25602803424023296,0.4437105103750563,0.4770927429401764,0.12371624286402266,0.14790358791799096,-0.0226326604356731,0.1862011627848399,0.07819183366401178,-0.022919449704595436,0.34739783266442326,-0.3115767924773658,0.6693801236081791,-0.09832055467149378,0.12129492411027401,0.2265417392527881,0.11639053195745878,0.21883649824934467,0.1097726910777392,0.22502174610284845,-0.24347862750316895,0.013166484272255417,0.05219343292669564,0.18660334564116896,-0.14117300727798152,0.12615722038213864,0.12105307353823584,0.4407707639170174,0.5025390654952279,0.14778506441733855,0.6080241512390461,1.0,-0.3892820764542658,0.46617235228112835,0.21776149811058293
ms,-0.014537387144885503,-0.0342227238705525,-0.054244703262511365,-0.0836128074089207,-0.41518518118334385,0.0619779821175457,-0.6861324956555968,-0.19305606792789834,-0.5906171067105975,-0.3766395889625079,-0.43842724783666553,-0.4962952192008737,-0.12194070009117872,-0.3552403682546732,-0.34639178650472513,-0.558318306352733,-0.24382059075271076,0.30155307487732225,-0.3364346193856869,0.3312571291556668,-0.2592804779776089,0.06482082772573926,0.06482082642670185,0.3641468540514585,-0.36780130772785913,-0.43853843156420647,-0.772448889260878,-0.03551194176136818,-0.4807371375212865,-0.4968833450733818,-0.23122740572454442,-0.2554851158286072,0.01758213270093763,-0.22116186063328683,-0.11234134074909757,0.015635967960171204,-0.32825429224826524,0.5248494843662187,-0.32197862270114597,0.08477506890832781,0.3284087383629491,0.21393765510433643,0.32086043318938945,0.21092942804433532,0.32069151516762434,0.1683621450644199,0.39516425344138145,0.4381702230183054,-0.10029290513708429,0.2213474697093905,0.1683874638012099,-0.34278110517173316,0.2322683183518392,0.11132971864456498,0.09056082786608834,-0.3490487975249113,-0.23928224539871842,-0.3892820764542658,1.0,-0.12736173195162592,-0.3894027909018463
mst,0.06528467036706422,0.03658011843185903,0.10190233272741157,0.2753352098998456,0.18668901661882426,0.2466990271349625,0.16622144605562775,0.2793802895707557,0.17477884290555049,0.4990354873243293,0.5042016808507553,0.29752699304932423,0.06051340164424068,0.10752229229173087,0.09179298584736588,0.7630963014154306,0.3326911598788736,-0.31843162102175704,0.36907765401921394,-0.42388608613561257,-0.2833276742741342,-0.1249967994017015,-0.1249968018208709,-0.2365775286401646,-0.14732716283909944,0.1696473724834102,0.1717150041608187,-0.06641122744223656,0.422303078611167,0.41454247997006166,0.18889791120256177,0.18054359656122645,0.006666561480589583,0.6435239702108514,0.47077533032095825,0.005348766988984573,0.16060182703897194,-0.14965691393978617,0.35646150066740995,-0.04464571837574818,0.06316389726260796,0.12285999884038128,0.062464971949670316,0.12051937028042768,0.05844852852285139,0.1259268473594111,-0.09875311240241764,0.010279166732989098,0.06669855163814692,0.10859039738576616,-0.010482725459383892,0.1298773179693945,0.03085619783488715,0.2201754476127467,0.2505901137346922,0.09678960909017272,0.33640812922415214,0.46617235228112835,-0.12736173195162592,1.0,0.7087145322104055
mat,0.01886571437260048,-0.024908418507408606,0.03033163301922693,0.3847158303845076,0.19219548804138756,0.2754160295532436,0.388343954479568,0.3015075140260268,0.31795013527872107,0.2523009571693826,0.4360455036902866,0.2775872218673825,0.3522302611742499,0.21381237302474393,0.1991309622222097,0.7460023936774778,-0.0656856338577907,0.17980963013828208,0.5375695689244384,-0.18816762074947174,0.07285772002181691,-0.27318705113033753,-0.27318705045532904,0.07431094103511855,0.4454091904870628,0.1895629246867567,0.39894518732592127,-0.20624411771129672,0.4186760112298505,0.4131186889018331,0.23085441738135215,0.24561743645872236,0.0013401122208827694,0.6408004119925517,0.6095551440797978,0.001931284899665666,0.04205595969655509,-0.20457996115492136,0.3139190267711105,-0.03709701307570893,-0.19467968362889498,-0.13199438564425986,-0.19038873717394753,-0.1299484185138956,-0.19203084636446005,-0.10622586848631879,-0.1783158194424783,-0.04809135584160753,0.006839696140891924,0.06772006218180707,-0.04532490993273178,0.15735893919481211,-0.13048713186363448,0.0709524288967263,-0.013652997291076989,0.19461416161597722,0.47838439000921407,0.21776149811058293,-0.3894027909018463,0.7087145322104055,1.0
